ISOYear,ISOWeek,DiseaseName,NHSRegion,Denom,Numerator,DiseaseRate
2017,21,Influenza-like illness,National,2473860,53,2.142400944
2017,22,Influenza-like illness,National,2406986,36,1.495646423
2017,23,Influenza-like illness,National,2438978,48,1.968037432
2017,24,Influenza-like illness,National,2434414,44,1.807416487
2017,25,Influenza-like illness,National,2445291,26,1.063268135
2017,26,Influenza-like illness,National,2429948,44,1.810738337
2017,27,Influenza-like illness,National,2473794,40,1.616949512
2017,28,Influenza-like illness,National,2467483,33,1.337395232
2017,29,Influenza-like illness,National,2456525,41,1.669024333
2017,30,Influenza-like illness,National,2404715,39,1.621813812
2017,31,Influenza-like illness,National,2467792,34,1.377749827
2017,32,Influenza-like illness,National,2389590,34,1.422838227
2017,33,Influenza-like illness,National,2357920,34,1.441948836
2017,34,Influenza-like illness,National,2435790,37,1.519014365
2017,35,Influenza-like illness,National,2414707,26,1.07673519
2017,36,Influenza-like illness,National,2424362,36,1.484926756
2017,37,Influenza-like illness,National,2444102,52,2.127570781
2017,38,Influenza-like illness,National,2481938,87,3.505325274
2017,39,Influenza-like illness,National,2481542,107,4.311835141
2017,40,Influenza-like illness,National,2509473,144,5.738256598
2017,41,Influenza-like illness,National,2539862,134,5.275877193
2017,42,Influenza-like illness,National,2486464,141,5.670703457
2017,43,Influenza-like illness,National,2450216,145,5.91784561
2017,44,Influenza-like illness,National,2516963,156,6.197945699
2017,45,Influenza-like illness,National,2458753,142,5.775285277
2017,46,Influenza-like illness,National,2505385,134,5.348479375
2017,47,Influenza-like illness,National,2552707,173,6.777119348
2017,48,Influenza-like illness,National,2510845,189,7.527346371
2017,49,Influenza-like illness,National,2505078,201,8.023702256
2017,50,Influenza-like illness,National,2549768,285,11.17748752
2017,51,Influenza-like illness,National,2507000,447,17.83007579
2017,52,Influenza-like illness,National,2471695,527,21.3214009
2018,1,Influenza-like illness,National,2509577,1031,41.0826207
2018,2,Influenza-like illness,National,2546470,1395,54.78171744
2018,3,Influenza-like illness,National,2524003,1353,53.60532456
2018,4,Influenza-like illness,National,2554065,1259,49.29396863
2018,5,Influenza-like illness,National,2535298,1032,40.70527409
2018,6,Influenza-like illness,National,2485997,815,32.78362766
2018,7,Influenza-like illness,National,2501732,724,28.9399504
2018,8,Influenza-like illness,National,2578870,739,28.65596172
2018,9,Influenza-like illness,National,2500934,470,18.79297894
2018,10,Influenza-like illness,National,2504139,527,21.04515764
2018,11,Influenza-like illness,National,2473145,446,18.0337182
2018,12,Influenza-like illness,National,2501803,368,14.70939159
2018,13,Influenza-like illness,National,2438483,243,9.965211978
2018,14,Influenza-like illness,National,2440011,192,7.868816985
2018,15,Influenza-like illness,National,2467297,195,7.90338577
2018,16,Influenza-like illness,National,2499570,104,4.160715643
2018,17,Influenza-like illness,National,2455776,74,3.013304145
2018,18,Influenza-like illness,National,2524026,67,2.654489296
2018,19,Influenza-like illness,National,2465675,39,1.581716974
2018,20,Influenza-like illness,National,2519168,60,2.381738733
2018,21,Influenza-like illness,National,2488906,46,1.848201579
2018,22,Influenza-like illness,National,2452423,25,1.019399997
2018,23,Influenza-like illness,National,2494989,32,1.282570785
2018,24,Influenza-like illness,National,2474015,34,1.374284311
2018,25,Influenza-like illness,National,2468223,37,1.499054178
2018,26,Influenza-like illness,National,2472483,33,1.334690673
2018,27,Influenza-like illness,National,2456107,25,1.017870964
2018,28,Influenza-like illness,National,2465082,29,1.176431453
2018,29,Influenza-like illness,National,2500611,24,0.959765433
2018,30,Influenza-like illness,National,2464504,20,0.811522318
2018,31,Influenza-like illness,National,2464064,21,0.852250591
2018,32,Influenza-like illness,National,2414349,29,1.201151946
2018,33,Influenza-like illness,National,2426599,24,0.989038568
2018,34,Influenza-like illness,National,2383292,35,1.468556937
2018,35,Influenza-like illness,National,2397348,32,1.334808297
2018,36,Influenza-like illness,National,2448653,32,1.306840945
2018,37,Influenza-like illness,National,2458852,47,1.911461121
2018,38,Influenza-like illness,National,2495512,64,2.564603977
2018,40,Influenza-like illness,National,2447474,95,3.881552981
2018,41,Influenza-like illness,National,2497746,97,3.883501365
2018,42,Influenza-like illness,National,2510397,104,4.142771044
2018,43,Influenza-like illness,National,2504649,87,3.473540604
2018,44,Influenza-like illness,National,2482466,93,3.746274873
2018,45,Influenza-like illness,National,2545808,134,5.263554832
2018,46,Influenza-like illness,National,2495742,121,4.848257552
2018,47,Influenza-like illness,National,2489981,164,6.586395639
2018,48,Influenza-like illness,National,2493807,154,6.175297447
2018,49,Influenza-like illness,National,2533049,187,7.382407525
2018,50,Influenza-like illness,National,2483772,199,8.012007543
2018,51,Influenza-like illness,National,2459864,257,10.44773207
2018,52,Influenza-like illness,National,2402674,217,9.031603955
