,term,score_date,score_value
184433,a flu,2014-01-26,172.3706693284352
184434,a flu,2014-01-27,184.01097538981327
184435,a flu,2014-01-28,166.48625733251427
184436,a flu,2014-01-29,75.72606245640104
184437,a flu,2014-01-30,96.2218243442919
184438,a flu,2014-01-31,88.77755537774513
184439,a flu,2014-02-01,44.06467179851769
184440,a flu,2014-02-02,124.568694432691
184441,a flu,2014-02-03,138.83419825393366
184442,a flu,2014-02-04,132.5850115720831
184443,a flu,2014-02-05,122.03900256182028
184444,a flu,2014-02-06,188.75259720745223
184445,a flu,2014-02-07,73.89091873774125
184446,a flu,2014-02-08,109.8011427818171
184447,a flu,2014-02-09,103.94456695017426
184448,a flu,2014-02-10,130.33160721979635
184449,a flu,2014-02-11,92.65385582162126
184450,a flu,2014-02-12,93.04569278281642
184451,a flu,2014-02-13,149.0622894803223
184452,a flu,2014-02-14,155.4637032172372
184453,a flu,2014-02-15,89.09120140201144
184454,a flu,2014-02-16,77.8255127875169
184455,a flu,2014-02-17,95.1906158985525
184456,a flu,2014-02-18,115.46474660260454
184457,a flu,2014-02-19,77.75105830554973
184458,a flu,2014-02-20,128.4435379616473
184459,a flu,2014-02-21,164.24542620135293
184460,a flu,2014-02-22,184.89547888977867
184461,a flu,2014-02-23,62.80556302235267
184462,a flu,2014-02-24,121.66467520019938
184463,a flu,2014-02-25,141.31105479028602
184464,a flu,2014-02-26,115.88977349978548
184465,a flu,2014-02-27,157.18551860279493
184466,a flu,2014-02-28,92.25970174189148
184467,a flu,2014-03-01,92.02276298438989
184468,a flu,2014-03-02,103.25543138436504
184469,a flu,2014-03-03,112.89497217339007
184470,a flu,2014-03-04,162.22508986101624
184471,a flu,2014-03-05,98.00054371913544
184472,a flu,2014-03-06,88.32238100953018
184473,a flu,2014-03-07,93.10952701552692
184474,a flu,2014-03-08,136.612860208834
186016,a flu,2014-03-09,136.36347035444635
186017,a flu,2014-03-10,114.52565183999344
186018,a flu,2014-03-11,115.3945088751414
186019,a flu,2014-03-12,89.43663027130962
186020,a flu,2014-03-13,129.0088573468678
186021,a flu,2014-03-14,72.7083596991465
186022,a flu,2014-03-15,69.95301037326426
186023,a flu,2014-03-16,157.42070257758465
186024,a flu,2014-03-17,76.31284282450353
186025,a flu,2014-03-18,114.96172647144064
186026,a flu,2014-03-19,58.04270160122977
186027,a flu,2014-03-20,144.7963170454665
186028,a flu,2014-03-21,143.09828634063732
186029,a flu,2014-03-22,55.934760537527495
186030,a flu,2014-03-23,83.48886996044384
186031,a flu,2014-03-24,112.99194271101528
186032,a flu,2014-03-25,130.83398361987096
186033,a flu,2014-03-26,103.75707431692244
186034,a flu,2014-03-27,146.5937555436446
186035,a flu,2014-03-28,51.64103076101039
186036,a flu,2014-03-29,72.07665798130766
186037,a flu,2014-03-30,79.44916787330929
186038,a flu,2014-03-31,113.7781593670616
186039,a flu,2014-04-01,77.16820646956205
186040,a flu,2014-04-02,57.8047394577277
186041,a flu,2014-04-03,136.03422177649168
186042,a flu,2014-04-04,71.49532692953115
186043,a flu,2014-04-05,76.81196831915018
186044,a flu,2014-04-06,84.36634247471389
186045,a flu,2014-04-07,99.7685882330312
186046,a flu,2014-04-08,58.56573973879004
186047,a flu,2014-04-09,49.749067987908056
186048,a flu,2014-04-10,81.13446657340418
186049,a flu,2014-04-11,96.502960409443
186050,a flu,2014-04-12,105.46102812984309
186051,a flu,2014-04-13,69.89752391888828
186052,a flu,2014-04-14,99.2544135703652
186053,a flu,2014-04-15,81.93011287358757
186054,a flu,2014-04-16,61.84366534726994
186055,a flu,2014-04-17,31.41467105455119
186056,a flu,2014-04-18,48.11381533129271
186057,a flu,2014-04-19,61.59195436859285
186058,a flu,2014-04-20,45.02872826659305
186059,a flu,2014-04-21,75.88306050334448
186060,a flu,2014-04-22,65.31236875969867
186061,a flu,2014-04-23,76.81944733694856
186062,a flu,2014-04-24,98.95921305125454
186063,a flu,2014-04-25,138.2008861406716
186064,a flu,2014-04-26,33.79484460817626
186065,a flu,2014-04-27,124.97929318227384
186066,a flu,2014-04-28,167.52552732126614
186067,a flu,2014-04-29,94.43132668350351
186068,a flu,2014-04-30,56.49561833282823
186069,a flu,2014-05-01,75.5844178141196
186070,a flu,2014-05-02,81.70089885833399
186071,a flu,2014-05-03,71.73747843678977
186072,a flu,2014-05-04,35.00764096718236
186073,a flu,2014-05-05,116.18280069175812
186074,a flu,2014-05-06,47.06555410890626
186075,a flu,2014-05-07,55.4793942915024
186076,a flu,2014-05-08,65.4296534922812
186077,a flu,2014-05-09,90.1278512359274
186078,a flu,2014-05-10,32.5728828098765
186079,a flu,2014-05-11,71.23027842588297
186080,a flu,2014-05-12,27.85128244253297
186081,a flu,2014-05-13,112.82803540752649
186082,a flu,2014-05-14,89.29890200888772
187624,a flu,2014-05-15,89.61474722016412
187625,a flu,2014-05-16,21.212322108122684
187626,a flu,2014-05-17,74.62751340484719
187627,a flu,2014-05-18,93.66903760681537
187628,a flu,2014-05-19,38.14227254313189
187629,a flu,2014-05-20,77.03071185220212
187630,a flu,2014-05-21,84.43169024521544
187631,a flu,2014-05-22,72.41783569648135
187632,a flu,2014-05-23,64.96947099206925
187633,a flu,2014-05-24,49.375057310838734
187634,a flu,2014-05-25,91.01355531132364
187635,a flu,2014-05-26,57.27579549259757
187636,a flu,2014-05-27,82.60396042825043
187637,a flu,2014-05-28,61.69614878203487
187638,a flu,2014-05-29,53.2746412179182
187639,a flu,2014-05-30,78.50957287832831
187640,a flu,2014-05-31,65.57536374517039
187641,a flu,2014-06-01,89.32874333276308
187642,a flu,2014-06-02,41.113806775750696
187643,a flu,2014-06-03,72.69657098611096
187644,a flu,2014-06-04,91.11723034952846
187645,a flu,2014-06-05,64.49391507746687
187646,a flu,2014-06-06,104.81618585551388
187647,a flu,2014-06-07,37.79615513467218
187648,a flu,2014-06-08,63.90363034786085
187649,a flu,2014-06-09,51.51260926153927
187650,a flu,2014-06-10,21.5259079912872
187651,a flu,2014-06-11,96.6461361496074
187652,a flu,2014-06-12,22.224385391053104
187653,a flu,2014-06-13,58.66791863230812
187654,a flu,2014-06-14,53.96245244995534
187655,a flu,2014-06-15,50.460713021147136
187656,a flu,2014-06-16,52.858867570596125
187657,a flu,2014-06-17,65.2124808123394
187658,a flu,2014-06-18,21.980643324326486
187659,a flu,2014-06-19,44.93373582273578
187660,a flu,2014-06-20,70.46465875817631
187661,a flu,2014-06-21,43.400935038537526
187662,a flu,2014-06-22,54.61307683262577
187663,a flu,2014-06-23,43.20433795713596
187664,a flu,2014-06-24,75.59787511692907
187665,a flu,2014-06-25,88.45510099861102
187666,a flu,2014-06-26,66.34169892213168
187667,a flu,2014-06-27,92.04568269629888
187668,a flu,2014-06-28,90.23149679066589
187669,a flu,2014-06-29,25.264878837723167
187670,a flu,2014-06-30,64.5457178324499
187671,a flu,2014-07-01,54.864437356813646
187672,a flu,2014-07-02,78.0584550208954
187673,a flu,2014-07-03,91.29583904611982
187674,a flu,2014-07-04,45.0510762818661
187675,a flu,2014-07-05,26.66188948089187
187676,a flu,2014-07-06,38.74179123498127
187677,a flu,2014-07-07,21.56977140366949
187678,a flu,2014-07-08,63.65855907525064
187679,a flu,2014-07-09,65.76797115852398
187680,a flu,2014-07-10,43.985633032840646
187681,a flu,2014-07-11,88.72620216445193
187682,a flu,2014-07-12,80.74947414886854
187683,a flu,2014-07-13,96.99926029372176
187684,a flu,2014-07-14,21.02072540750201
187685,a flu,2014-07-15,21.3933698424496
187686,a flu,2014-07-16,44.01246271397585
187687,a flu,2014-07-17,45.41771178522349
187688,a flu,2014-07-18,46.18847415744536
187689,a flu,2014-07-19,51.73270553280292
187690,a flu,2014-07-20,49.89363730912756
189232,a flu,2014-07-21,32.25687929117722
189233,a flu,2014-07-22,44.12483197624893
189234,a flu,2014-07-23,90.39954946138444
189235,a flu,2014-07-24,33.42409364158144
189236,a flu,2014-07-25,57.68230966409263
189237,a flu,2014-07-26,42.23738026509053
189238,a flu,2014-07-27,64.48250034804552
189239,a flu,2014-07-28,32.33641470601721
189240,a flu,2014-07-29,21.59634989486851
189241,a flu,2014-07-30,65.5931940433007
189242,a flu,2014-07-31,66.17070865517657
189243,a flu,2014-08-01,79.73656669060911
189244,a flu,2014-08-02,64.86455617753946
189245,a flu,2014-08-03,129.7784285056831
189246,a flu,2014-08-04,108.58279169389876
189247,a flu,2014-08-05,106.967563031869
189248,a flu,2014-08-06,87.9737888970487
189249,a flu,2014-08-07,0.0
189250,a flu,2014-08-08,115.45489581206044
189251,a flu,2014-08-09,81.05417241826775
189252,a flu,2014-08-10,59.21205502005875
189253,a flu,2014-08-11,20.99894893600182
189254,a flu,2014-08-12,63.42452736727012
189255,a flu,2014-08-13,86.33777722915866
189256,a flu,2014-08-14,64.35107808034962
189257,a flu,2014-08-15,80.56432937038831
189258,a flu,2014-08-16,26.20926275764177
189259,a flu,2014-08-17,24.7822809261683
189260,a flu,2014-08-18,42.42085620668536
189261,a flu,2014-08-19,64.62907425330903
189262,a flu,2014-08-20,43.62637888643917
189263,a flu,2014-08-21,22.096364167383754
189264,a flu,2014-08-22,46.585812911384025
189265,a flu,2014-08-23,40.1579018859773
189266,a flu,2014-08-24,40.89622439312173
189267,a flu,2014-08-25,45.05246812061988
189268,a flu,2014-08-26,52.445730093183855
189269,a flu,2014-08-27,43.02838943456113
189270,a flu,2014-08-28,75.1141600606425
189271,a flu,2014-08-29,78.25813420939272
189272,a flu,2014-08-30,50.569061137144885
189273,a flu,2014-08-31,96.72149171067808
189274,a flu,2014-09-01,79.0239355291542
189275,a flu,2014-09-02,94.17725519469442
189276,a flu,2014-09-03,84.37591128843425
189277,a flu,2014-09-04,85.14260569978241
189278,a flu,2014-09-05,110.37674634261676
189279,a flu,2014-09-06,62.775489483916175
189280,a flu,2014-09-07,24.38871362169977
189281,a flu,2014-09-08,72.31796261232269
189282,a flu,2014-09-09,124.4510823416144
189283,a flu,2014-09-10,126.34144563049875
189284,a flu,2014-09-11,170.52776562776097
189285,a flu,2014-09-12,109.56235435576058
189286,a flu,2014-09-13,135.31125324235404
189287,a flu,2014-09-14,103.67425103894776
189288,a flu,2014-09-15,80.6718971225275
189289,a flu,2014-09-16,102.24539973211236
189290,a flu,2014-09-17,164.63296763382093
189291,a flu,2014-09-18,134.14933691234117
189292,a flu,2014-09-19,148.04305295123172
189293,a flu,2014-09-20,156.23246987874995
189294,a flu,2014-09-21,104.96890105923823
189295,a flu,2014-09-22,184.3407868906037
189296,a flu,2014-09-23,194.6456993117454
189297,a flu,2014-09-24,165.40657866618764
189298,a flu,2014-09-25,227.7886887180435
190840,a flu,2014-09-26,333.1756256897949
190841,a flu,2014-09-27,171.46145541905835
190842,a flu,2014-09-28,142.08542798873174
190843,a flu,2014-09-29,246.42933596366092
190844,a flu,2014-09-30,311.88736889785946
190845,a flu,2014-10-01,243.023863540669
190846,a flu,2014-10-02,287.83122263151546
190847,a flu,2014-10-03,300.3143218886069
190848,a flu,2014-10-04,260.4844134124006
190849,a flu,2014-10-05,197.12010940022392
190850,a flu,2014-10-06,397.91019127270647
190851,a flu,2014-10-07,451.2516282815039
190852,a flu,2014-10-08,338.031615550721
190853,a flu,2014-10-09,443.049575364521
190854,a flu,2014-10-10,346.7690666232234
190855,a flu,2014-10-11,390.3156699070772
190856,a flu,2014-10-12,266.57995866545696
190857,a flu,2014-10-13,459.5336230410816
190858,a flu,2014-10-14,198.5922636101891
190859,a flu,2014-10-15,384.2600534103432
190860,a flu,2014-10-16,359.20107223815535
190861,a flu,2014-10-17,272.6273859296631
190862,a flu,2014-10-18,392.570834406664
190863,a flu,2014-10-19,172.45243543498376
190864,a flu,2014-10-20,282.4970189611565
190865,a flu,2014-10-21,361.8623261164126
190866,a flu,2014-10-22,273.91753162687314
190867,a flu,2014-10-23,216.195139593226
190868,a flu,2014-10-24,263.44433404685367
190869,a flu,2014-10-25,194.46879940702223
190870,a flu,2014-10-26,296.69592240025014
190871,a flu,2014-10-27,212.4868257810188
190872,a flu,2014-10-28,285.43012438336245
190873,a flu,2014-10-29,181.8077628972609
190874,a flu,2014-10-30,146.35292505973018
190875,a flu,2014-10-31,213.2407036295157
190876,a flu,2014-11-01,158.4846486335492
190877,a flu,2014-11-02,238.6152391818731
190878,a flu,2014-11-03,224.73492216695615
190879,a flu,2014-11-04,287.7898295220845
190880,a flu,2014-11-05,246.45335735319333
190881,a flu,2014-11-06,271.98848370047943
190882,a flu,2014-11-07,167.98271946785462
190883,a flu,2014-11-08,162.39643462302297
190884,a flu,2014-11-09,132.92919341666686
190885,a flu,2014-11-10,214.4613587774878
190886,a flu,2014-11-11,351.7762105881846
190887,a flu,2014-11-12,275.4930603115492
190888,a flu,2014-11-13,226.90835550342132
190889,a flu,2014-11-14,226.1422741363362
190890,a flu,2014-11-15,141.54710802771635
190891,a flu,2014-11-16,165.2406007120344
190892,a flu,2014-11-17,346.7006176079395
190893,a flu,2014-11-18,218.88487112191663
190894,a flu,2014-11-19,171.7474065764915
190895,a flu,2014-11-20,211.159384250277
190896,a flu,2014-11-21,197.7025474697507
190897,a flu,2014-11-22,116.32963184457851
190898,a flu,2014-11-23,216.5459027621896
190899,a flu,2014-11-24,223.53857299303084
190900,a flu,2014-11-25,147.12249222278567
190901,a flu,2014-11-26,252.6908246619104
190902,a flu,2014-11-27,191.1264374025422
190903,a flu,2014-11-28,186.63422049093364
190904,a flu,2014-11-29,218.3271479263757
190905,a flu,2014-11-30,108.91593550605256
190906,a flu,2014-12-01,263.7256438253946
192448,a flu,2014-12-02,260.8411137737106
192449,a flu,2014-12-03,209.230360300024
192450,a flu,2014-12-04,171.6964704417093
192451,a flu,2014-12-05,279.6241327941342
192452,a flu,2014-12-06,207.46414276377445
192453,a flu,2014-12-07,213.94686896766663
192454,a flu,2014-12-08,315.1795115018435
192455,a flu,2014-12-09,248.0384617866359
192456,a flu,2014-12-10,292.93664637488354
192457,a flu,2014-12-11,194.0026055620585
192458,a flu,2014-12-12,173.92972769637626
192459,a flu,2014-12-13,150.66690375600373
192460,a flu,2014-12-14,275.5729894932177
192461,a flu,2014-12-15,312.1690534301566
192462,a flu,2014-12-16,261.74229901590473
192463,a flu,2014-12-17,265.01006663935885
192464,a flu,2014-12-18,368.3068082554774
192465,a flu,2014-12-19,268.4164498491738
192466,a flu,2014-12-20,289.5673468964804
192467,a flu,2014-12-21,168.04072792782347
192468,a flu,2014-12-22,284.55062903007087
192469,a flu,2014-12-23,240.44138814181463
192470,a flu,2014-12-24,285.403313796143
192471,a flu,2014-12-25,231.56139861775435
192472,a flu,2014-12-26,235.07832449734252
192473,a flu,2014-12-27,280.1611030540309
192474,a flu,2014-12-28,334.16789814407065
192475,a flu,2014-12-29,307.5225021645467
192476,a flu,2014-12-30,280.21151718815224
192477,a flu,2014-12-31,373.5270595889584
227478,a flu,2013-01-01,255.318966047932
227479,a flu,2013-01-02,210.92914974704607
227480,a flu,2013-01-03,210.74332568320003
227481,a flu,2013-01-04,150.12823894562183
227482,a flu,2013-01-05,178.19513375037428
227483,a flu,2013-01-06,180.04837123294536
227484,a flu,2013-01-07,128.9198997407389
227485,a flu,2013-01-08,150.71842174364002
227486,a flu,2013-01-09,200.70753865982635
227487,a flu,2013-01-10,188.65210240695237
227488,a flu,2013-01-11,105.44774494218814
227489,a flu,2013-01-12,74.57123702366337
227490,a flu,2013-01-13,175.18558307951363
227491,a flu,2013-01-14,115.43835652804738
227492,a flu,2013-01-15,150.9929754321904
227493,a flu,2013-01-16,118.60950649069596
227494,a flu,2013-01-17,152.81376509713996
227495,a flu,2013-01-18,96.604293334977
227496,a flu,2013-01-19,84.66236382677994
227497,a flu,2013-01-20,164.9460175197546
227498,a flu,2013-01-21,155.15666362391704
227499,a flu,2013-01-22,159.98258174099865
227500,a flu,2013-01-23,150.7521583785094
227501,a flu,2013-01-24,94.84130215350896
227502,a flu,2013-01-25,172.9048328832851
227503,a flu,2013-01-26,73.5956675387409
227504,a flu,2013-01-27,124.7999282802798
227505,a flu,2013-01-28,190.6238297368393
227506,a flu,2013-01-29,161.98631977420817
227507,a flu,2013-01-30,205.0698764938438
227508,a flu,2013-01-31,124.81004187586498
227509,a flu,2013-02-01,77.45580424152406
227510,a flu,2013-02-02,200.12371435864972
227511,a flu,2013-02-03,127.18006405201083
227512,a flu,2013-02-04,171.53480152465335
227513,a flu,2013-02-05,173.53852092741357
227514,a flu,2013-02-06,146.72732856551622
227515,a flu,2013-02-07,86.65090719679105
227516,a flu,2013-02-08,100.23843788010596
227517,a flu,2013-02-09,147.79564049857214
227518,a flu,2013-02-10,133.86116499933215
227519,a flu,2013-02-11,140.39912769098157
227520,a flu,2013-02-12,126.28696309781571
227521,a flu,2013-02-13,126.36736783484864
227522,a flu,2013-02-14,99.67895675457198
227523,a flu,2013-02-15,112.68004999604284
227524,a flu,2013-02-16,127.2660316569328
227525,a flu,2013-02-17,109.94691076476008
227526,a flu,2013-02-18,85.71365684938712
227527,a flu,2013-02-19,66.26539776149669
227528,a flu,2013-02-20,85.88680747188982
227529,a flu,2013-02-21,176.2636596025583
227530,a flu,2013-02-22,127.03460526566768
227531,a flu,2013-02-23,113.7746883207841
227532,a flu,2013-02-24,237.14039771146943
227533,a flu,2013-02-25,165.9744625915554
227534,a flu,2013-02-26,201.0354146716424
227535,a flu,2013-02-27,122.17235800735486
227536,a flu,2013-02-28,142.34110724377095
227537,a flu,2013-03-01,90.75451143209494
227538,a flu,2013-03-02,116.8253314547468
227539,a flu,2013-03-03,168.4340634378214
227540,a flu,2013-03-04,138.3773927471358
227541,a flu,2013-03-05,96.11995268263514
227542,a flu,2013-03-06,179.0156649664644
227543,a flu,2013-03-07,115.68877244569909
227544,a flu,2013-03-08,76.73693280357878
229086,a flu,2013-03-09,183.3504824423336
229087,a flu,2013-03-10,57.78832288054348
229088,a flu,2013-03-11,140.7140522474897
229089,a flu,2013-03-12,81.34763276398574
229090,a flu,2013-03-13,135.42395604365723
229091,a flu,2013-03-14,128.75104477249238
229092,a flu,2013-03-15,152.98784518783967
229093,a flu,2013-03-16,107.90763612355934
229094,a flu,2013-03-17,158.4823717777432
229095,a flu,2013-03-18,153.63396805069462
229096,a flu,2013-03-19,147.32781399257422
229097,a flu,2013-03-20,158.02784770546114
229098,a flu,2013-03-21,116.6825284612857
229099,a flu,2013-03-22,74.76382261280389
229100,a flu,2013-03-23,105.73423746837804
229101,a flu,2013-03-24,102.47462796472745
229102,a flu,2013-03-25,104.02630016350282
229103,a flu,2013-03-26,73.26823881350211
229104,a flu,2013-03-27,151.14082170940307
229105,a flu,2013-03-28,89.19312953669629
229106,a flu,2013-03-29,48.74487791871649
229107,a flu,2013-03-30,65.55291663116489
229108,a flu,2013-03-31,125.73553049253508
229109,a flu,2013-04-01,94.93573723959604
229110,a flu,2013-04-02,65.19129172489372
229111,a flu,2013-04-03,107.80204936673869
229112,a flu,2013-04-04,106.34159327313763
229113,a flu,2013-04-05,110.89874556927032
229114,a flu,2013-04-06,115.06792449377804
229115,a flu,2013-04-07,135.84468545324395
229116,a flu,2013-04-08,112.0732654806158
229117,a flu,2013-04-09,156.0660412927866
229118,a flu,2013-04-10,137.49581412611855
229119,a flu,2013-04-11,73.54130180720509
229120,a flu,2013-04-12,129.1185972119495
229121,a flu,2013-04-13,48.55295855376524
229122,a flu,2013-04-14,153.94674179276106
229123,a flu,2013-04-15,151.15968479378662
229124,a flu,2013-04-16,154.0693451421464
229125,a flu,2013-04-17,114.38646231141716
229126,a flu,2013-04-18,114.49072615627514
229127,a flu,2013-04-19,66.29703231842181
229128,a flu,2013-04-20,121.18588680693097
229129,a flu,2013-04-21,71.45987673108561
229130,a flu,2013-04-22,61.16487974254173
229131,a flu,2013-04-23,105.58403460141406
229132,a flu,2013-04-24,83.66660736379819
229133,a flu,2013-04-25,74.96499053040968
229134,a flu,2013-04-26,99.2251407069044
229135,a flu,2013-04-27,24.728028745895863
229136,a flu,2013-04-28,93.32850430572438
229137,a flu,2013-04-29,102.15246897476771
229138,a flu,2013-04-30,72.89905118404103
229139,a flu,2013-05-01,96.3716877960353
229140,a flu,2013-05-02,87.21381849600044
229141,a flu,2013-05-03,67.9746208733816
229142,a flu,2013-05-04,100.92337838423096
229143,a flu,2013-05-05,66.45276141412334
229144,a flu,2013-05-06,62.72922052256545
229145,a flu,2013-05-07,42.4290835019618
229146,a flu,2013-05-08,100.57911459522208
229147,a flu,2013-05-09,61.75502716308641
229148,a flu,2013-05-10,120.37352824915725
229149,a flu,2013-05-11,47.32687893188002
229150,a flu,2013-05-12,79.02025396000461
229151,a flu,2013-05-13,30.01272925775971
229152,a flu,2013-05-14,60.21725895393328
230694,a flu,2013-05-15,20.28504546633965
230695,a flu,2013-05-16,74.4234262747255
230696,a flu,2013-05-17,65.78132866284024
230697,a flu,2013-05-18,61.39949799837111
230698,a flu,2013-05-19,59.30685137093023
230699,a flu,2013-05-20,60.62369175646734
230700,a flu,2013-05-21,50.83171523698688
230701,a flu,2013-05-22,101.98924490983912
230702,a flu,2013-05-23,62.26916768746914
230703,a flu,2013-05-24,75.66467603873689
230704,a flu,2013-05-25,41.11889216441598
230705,a flu,2013-05-26,84.10312692397461
230706,a flu,2013-05-27,59.247020312973085
230707,a flu,2013-05-28,109.43474114636982
230708,a flu,2013-05-29,50.86503562671684
230709,a flu,2013-05-30,41.70564182070866
230710,a flu,2013-05-31,92.47977562179288
230711,a flu,2013-06-01,26.15233380210849
230712,a flu,2013-06-02,37.280312146543615
230713,a flu,2013-06-03,85.48229029068055
230714,a flu,2013-06-04,65.00653740738413
230715,a flu,2013-06-05,42.70850516083879
230716,a flu,2013-06-06,77.40748575181867
230717,a flu,2013-06-07,34.506781390606086
230718,a flu,2013-06-08,27.20905762930826
230719,a flu,2013-06-09,73.6957840334563
230720,a flu,2013-06-10,51.03471915373586
230721,a flu,2013-06-11,70.09820311845752
230722,a flu,2013-06-12,60.63449812211205
230723,a flu,2013-06-13,41.463651256198325
230724,a flu,2013-06-14,88.2234706337543
230725,a flu,2013-06-15,36.94094555202191
230726,a flu,2013-06-16,23.755534048969675
230727,a flu,2013-06-17,70.71613364052146
230728,a flu,2013-06-18,41.622005204409554
230729,a flu,2013-06-19,32.48189531602782
230730,a flu,2013-06-20,20.87860732217277
230731,a flu,2013-06-21,55.3507410072946
230732,a flu,2013-06-22,36.73085365375087
230733,a flu,2013-06-23,22.974352291877967
230734,a flu,2013-06-24,72.30176905045022
230735,a flu,2013-06-25,117.2383601069398
230736,a flu,2013-06-26,43.18930919475502
230737,a flu,2013-06-27,53.12532287803515
230738,a flu,2013-06-28,76.12150079236862
230739,a flu,2013-06-29,40.63885326101111
230740,a flu,2013-06-30,63.41721816933069
230741,a flu,2013-07-01,63.5086362573964
230742,a flu,2013-07-02,94.51793032034432
230743,a flu,2013-07-03,64.84017176349703
230744,a flu,2013-07-04,66.64281907121374
230745,a flu,2013-07-05,97.00718510140229
230746,a flu,2013-07-06,30.51181791332461
230747,a flu,2013-07-07,0.0
230748,a flu,2013-07-08,33.691072909272435
230749,a flu,2013-07-09,45.656326540589234
230750,a flu,2013-07-10,90.29451918135048
230751,a flu,2013-07-11,79.8072289338727
230752,a flu,2013-07-12,72.25635914462606
230753,a flu,2013-07-13,88.46105193866838
230754,a flu,2013-07-14,184.13109008153785
230755,a flu,2013-07-15,22.02808435492039
230756,a flu,2013-07-16,44.2963157628572
230757,a flu,2013-07-17,0.0
230758,a flu,2013-07-18,45.85315680290545
230759,a flu,2013-07-19,24.231588395547185
230760,a flu,2013-07-20,27.374939923851667
232302,a flu,2013-07-21,25.34639241346462
232303,a flu,2013-07-22,31.635700850057884
232304,a flu,2013-07-23,31.29581696003776
232305,a flu,2013-07-24,65.22847407011363
232306,a flu,2013-07-25,55.01248181191213
232307,a flu,2013-07-26,71.02350857002818
232308,a flu,2013-07-27,52.95427809944575
232309,a flu,2013-07-28,62.04847100679259
232310,a flu,2013-07-29,31.60079411233999
232311,a flu,2013-07-30,53.20092363573623
232312,a flu,2013-07-31,96.46477223771132
232313,a flu,2013-08-01,0.0
232314,a flu,2013-08-02,22.99909414574265
232315,a flu,2013-08-03,26.896543179804016
232316,a flu,2013-08-04,24.693091296696696
232317,a flu,2013-08-05,83.27514566764816
232318,a flu,2013-08-06,178.56691958514375
232319,a flu,2013-08-07,89.7489534597481
232320,a flu,2013-08-08,34.329098990712694
232321,a flu,2013-08-09,35.30820784974185
232322,a flu,2013-08-10,41.111623981334205
232323,a flu,2013-08-11,37.9530178883634
232324,a flu,2013-08-12,42.68995665949026
232325,a flu,2013-08-13,65.85989954177883
232326,a flu,2013-08-14,43.8074725823787
232327,a flu,2013-08-15,44.00034913628169
232328,a flu,2013-08-16,57.32356831757524
232329,a flu,2013-08-17,0.0
232330,a flu,2013-08-18,100.42043026661857
232331,a flu,2013-08-19,42.504979690665216
232332,a flu,2013-08-20,65.58581068549915
232333,a flu,2013-08-21,54.8111950886458
232334,a flu,2013-08-22,65.622649754401
232335,a flu,2013-08-23,57.72101669895099
232336,a flu,2013-08-24,25.532213550150864
232337,a flu,2013-08-25,39.88125454291772
232338,a flu,2013-08-26,24.551872721605594
232339,a flu,2013-08-27,0.0
232340,a flu,2013-08-28,32.21135411887214
232341,a flu,2013-08-29,43.45766857000766
232342,a flu,2013-08-30,56.19350126039733
232343,a flu,2013-08-31,52.7553054450142
232344,a flu,2013-09-01,60.86430789659032
232345,a flu,2013-09-02,102.83658467179382
232346,a flu,2013-09-03,62.64363120748863
232347,a flu,2013-09-04,118.82116359238438
232348,a flu,2013-09-05,110.49389462223378
232349,a flu,2013-09-06,43.59731677433926
232350,a flu,2013-09-07,49.94557111215647
232351,a flu,2013-09-08,35.8401327872787
232352,a flu,2013-09-09,82.51486653908567
232353,a flu,2013-09-10,142.83040375279683
232354,a flu,2013-09-11,125.3872572513719
232355,a flu,2013-09-12,95.16470862793057
232356,a flu,2013-09-13,21.69307196827705
232357,a flu,2013-09-14,98.1297837879264
232358,a flu,2013-09-15,101.32271002219784
232359,a flu,2013-09-16,182.72100146284745
232360,a flu,2013-09-17,162.8661711023495
232361,a flu,2013-09-18,208.08272581293176
232362,a flu,2013-09-19,94.00066842650462
232363,a flu,2013-09-20,225.56104293740935
232364,a flu,2013-09-21,136.8827615393822
232365,a flu,2013-09-22,152.2457234007786
232366,a flu,2013-09-23,172.9147086088572
232367,a flu,2013-09-24,177.46194595369116
232368,a flu,2013-09-25,165.9909279450175
233910,a flu,2013-09-26,210.10964806155212
233911,a flu,2013-09-27,189.40840313108956
233912,a flu,2013-09-28,174.05467023685898
233913,a flu,2013-09-29,223.1006060083781
233914,a flu,2013-09-30,222.0099492190468
233915,a flu,2013-10-01,191.6046023675004
233916,a flu,2013-10-02,152.99772646176038
233917,a flu,2013-10-03,204.83438815182276
233918,a flu,2013-10-04,184.13766218980837
233919,a flu,2013-10-05,304.17648763016695
233920,a flu,2013-10-06,218.72163296812752
233921,a flu,2013-10-07,255.2613002635632
233922,a flu,2013-10-08,286.59355651275445
233923,a flu,2013-10-09,259.3159817882536
233924,a flu,2013-10-10,222.9717584815308
233925,a flu,2013-10-11,399.1672710073213
233926,a flu,2013-10-12,377.039933219386
233927,a flu,2013-10-13,175.97293482356545
233928,a flu,2013-10-14,270.67621606567513
233929,a flu,2013-10-15,185.0778778971544
233930,a flu,2013-10-16,246.9968969105091
233931,a flu,2013-10-17,187.9834209911645
233932,a flu,2013-10-18,261.00504590318394
233933,a flu,2013-10-19,153.1771436076917
233934,a flu,2013-10-20,187.2317134179308
233935,a flu,2013-10-21,243.2780095701204
233936,a flu,2013-10-22,357.7778284907422
233937,a flu,2013-10-23,152.34937557245345
233938,a flu,2013-10-24,158.6100869885091
